File:,Tef_Vector2_SEL_51B.sam
 , TotalReads , 4050335
 , TotalHits (count), 4020312
Chromosome , GeneName , PPM , NCBI_Acc
19_KI270882v1_alt , KIR3DL1 , 0.0,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289,NM_013289
19_KI270882v1_alt , KIR2DL1 , 0.0,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218,NM_014218
19_KI270882v1_alt , KIR2DL5B , 1.98989531161,NM_001018081,NM_001018081,NM_001018081,NM_001018081,NM_001018081,NM_001018081,NM_001018081
19_KI270882v1_alt , KIR2DS1 , 0.0,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512,NM_014512
19_KI270882v1_alt , KIR3DL2 , 0.0,NM_006737,NM_001242867,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_006737,NM_001242867,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_006737,NM_001242867,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_006737,NM_001242867,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_001242867,NM_001242867,NM_006737,NM_001242867,NM_006737,NM_006737,NM_001242867,NM_006737,NM_001242867
19_KI270882v1_alt , KIR2DL2 , 0.0,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219,NM_014219
19_KI270882v1_alt , KIR2DS4 , 0.0,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_001281972,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_001281972,NM_012314,NM_001281971,NM_001281971,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281971,NM_001281972,NM_001281972,NM_012314,NM_012314,NM_001281971,NM_001281972,NM_001281971,NM_001281972,NM_012314,NM_001281971,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_012314,NM_001281972,NM_012314,NM_001281972,NM_001281971,NM_001281972,NM_001281972,NM_001281971,NM_012314,NM_001281972
19_KI270882v1_alt , KIR2DS3 , 0.497473827902,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313,NM_012313
19_KI270882v1_alt , KIR2DL3 , 0.0,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868,NM_015868
19_KI270882v1_alt , KIR2DL4 , 0.0,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_001080770,NM_001080772,NM_002255,NM_001080772,NM_002255,NM_001080770,NM_001080770,NM_002255,NM_001080772,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_001080772,NM_001080770,NM_002255,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_001080770,NM_002255,NM_001080772,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_001080772,NM_002255,NM_001080770,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_002255,NM_001080770,NM_001080772,NM_002255,NM_001080770,NM_001080772,NM_002255,NM_001080770,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_001080770,NM_002255,NM_001080772,NM_002255,NM_001080770,NM_001080772
